account_id,username,platform,follower_count,posts_per_week,engagement_rate,ad_spend_(usd),conversion_rate,campaign_reach,follower_category,engagement_level,posting_intensity
5452,mitchellpatrick,Twitter,684159,3,0.0642,780.56,0.0387,10889,Large,Low,Low
5453,peggymunoz,Twitter,225694,1,0.102,612.01,0.0191,9481,Small,High,Low
5454,morganmelanie,Facebook,247019,1,0.0642,787.99,0.0372,49104,Small,Low,Low
5455,rshort,Twitter,552648,6,0.0642,652.74,0.018,44577,Medium,Low,High
5456,jennifercummings,Facebook,852368,2,0.0834,756.44,0.0193,49533,Large,Low,Low
5457,jamiejones,Facebook,212065,3,0.102,74.11,0.0453,20786,Small,High,Low
5458,michelle11,Instagram,156074,4,0.0642,432.08,0.0286,27729,Small,Low,Medium
5459,nolancorey,LinkedIn,59317,4,0.102,100.35,0.0386,32096,Small,High,Medium
5460,simmonscarrie,TikTok,423010,6,0.102,965.17,0.0381,34129,Medium,High,High
5461,ian14,LinkedIn,34440,1,0.0642,90.38,0.0485,45313,Small,Low,Low
5462,francessullivan,LinkedIn,128390,2,0.102,52.41,0.0127,31177,Small,High,Low
5463,asimon,Twitter,919166,2,0.0856,109.81,0.0262,30048,Large,Medium,Low
5464,virginia09,LinkedIn,136639,2,0.0642,993.14,0.0325,41135,Small,Low,Low
5465,ipreston,Twitter,535112,2,0.102,914.72,0.0246,6176,Medium,High,Low
5466,michael16,Instagram,836253,7,0.0642,612.29,0.0102,44325,Large,Low,High
5467,rjohnston,Facebook,418599,3,0.0986,906.88,0.0251,45415,Medium,Medium,Low
5468,debbie61,TikTok,814900,7,0.0986,514.07,0.0285,3682,Large,Medium,High
5469,benjamin31,Twitter,940482,6,0.0856,506.57,0.0453,18454,Large,Medium,High
5470,evanssteven,Twitter,605130,5,0.0856,969.88,0.0201,20762,Medium,Medium,Medium
5471,manuel94,LinkedIn,215722,7,0.0834,176.47,0.0332,45632,Small,Low,High
5472,christophermartinez,Twitter,423159,6,0.0856,402.13,0.0188,21903,Medium,Medium,High
5473,qthomas,Twitter,364986,7,0.102,888.27,0.0359,13515,Medium,High,High
5474,armstrongjuan,TikTok,516428,3,0.0986,618.92,0.0385,36027,Medium,Medium,Low
5475,kwright,LinkedIn,482478,5,0.0986,822.36,0.0237,39508,Medium,Medium,Medium
5476,tmcdaniel,Twitter,662277,5,0.0986,800.44,0.0285,42291,Medium,Medium,Medium
5477,sara29,TikTok,850133,7,0.0856,217.73,0.0375,46713,Large,Medium,High
5478,jade86,Twitter,854030,5,0.0642,972.33,0.0161,8529,Large,Low,Medium
5479,christie73,Twitter,988935,7,0.102,387.36,0.0441,43397,Large,High,High
5480,ojenkins,LinkedIn,704011,2,0.0986,120.74,0.0314,9708,Large,Medium,Low
5481,alisonrobertson,Twitter,249263,5,0.0986,321.35,0.0459,9388,Small,Medium,Medium
5482,margaret57,TikTok,234111,4,0.0642,951.11,0.0285,48721,Small,Low,Medium
5483,ujohnson,Facebook,926844,4,0.102,233.99,0.0291,15717,Large,High,Medium
5484,petersonkristie,Twitter,551556,4,0.0856,492.15,0.0353,19091,Medium,Medium,Medium
5485,justin99,Instagram,783232,5,0.0834,785.47,0.0293,23263,Large,Low,Medium
5486,hgonzalez,Twitter,556958,4,0.0986,432.08,0.019,6405,Medium,Medium,Medium
5487,valdezjessica,Facebook,667957,6,0.0986,330.06,0.0452,44210,Medium,Medium,High
5488,uhobbs,TikTok,58177,7,0.0834,337.84,0.0222,36081,Small,Low,High
5489,thomassherri,Facebook,734102,1,0.0986,307.1,0.0371,22868,Large,Medium,Low
5490,cody87,Twitter,956549,5,0.0986,427.57,0.0105,44365,Large,Medium,Medium
5491,muellerolivia,LinkedIn,848422,2,0.0856,265.2,0.0448,25379,Large,Medium,Low
5492,romerojorge,Twitter,303522,5,0.0986,578.37,0.0252,31862,Small,Medium,Medium
5493,brenda00,Instagram,722940,2,0.102,225.29,0.0308,21124,Large,High,Low
5494,carlosrivera,Facebook,940281,3,0.0642,387.96,0.0272,12059,Large,Low,Low
5495,rmendoza,TikTok,28023,3,0.0834,218.95,0.0405,6772,Small,Low,Low
5496,royharper,LinkedIn,343572,7,0.0834,497.29,0.0196,34405,Medium,Low,High
5497,kevingarcia,TikTok,820423,1,0.0986,206.84,0.041,8627,Large,Medium,Low
5498,omccann,Instagram,203231,4,0.0856,669.64,0.0334,13517,Small,Medium,Medium
5499,murraykyle,Instagram,434622,4,0.102,362.24,0.0123,18904,Medium,High,Medium
5500,patricia15,TikTok,305838,5,0.102,262.66,0.0262,20843,Small,High,Medium
5501,robinsonmark,LinkedIn,231168,2,0.0642,125.06,0.0134,9039,Small,Low,Low
5502,treynolds,Twitter,564176,3,0.102,194.55,0.0321,45811,Medium,High,Low
5503,stacey77,LinkedIn,756713,3,0.0986,303.26,0.024,15488,Large,Medium,Low
5504,wstevens,LinkedIn,321018,4,0.0856,450.62,0.0103,23813,Small,Medium,Medium
5505,michaelchung,TikTok,664270,1,0.0834,916.1,0.029,24830,Medium,Low,Low
5506,xnelson,Instagram,150657,7,0.0986,765.21,0.0272,22729,Small,Medium,High
5507,smallsteven,TikTok,905670,1,0.0834,872.61,0.0277,22374,Large,Low,Low
5508,hernandezshawn,Instagram,814361,5,0.0856,625.62,0.048,31210,Large,Medium,Medium
5509,tshaw,LinkedIn,54304,1,0.102,973.57,0.0409,36939,Small,High,Low
5510,rebekah51,LinkedIn,65898,3,0.0642,789.0,0.0276,9668,Small,Low,Low
5511,peter15,Twitter,761815,4,0.0834,323.63,0.0258,42953,Large,Low,Medium
5512,hernandezthomas,TikTok,346364,3,0.102,655.03,0.0228,17149,Medium,High,Low
5513,patrick62,Facebook,6248,2,0.0834,387.68,0.0409,45888,Small,Low,Low
5514,matthewcampos,Facebook,424036,4,0.0856,516.5,0.0264,20669,Medium,Medium,Medium
5515,teresa99,TikTok,277797,2,0.0834,491.99,0.0105,19088,Small,Low,Low
5516,qlopez,Facebook,860386,3,0.0834,361.46,0.0418,3873,Large,Low,Low
5517,ahoover,Instagram,145903,3,0.0642,105.12,0.0352,23935,Small,Low,Low
5518,trobinson,Facebook,407728,6,0.0856,310.36,0.0156,25097,Medium,Medium,High
5519,paul43,Instagram,187167,5,0.0642,798.96,0.023,49872,Small,Low,Medium
5520,dylanriley,TikTok,464979,2,0.0856,879.58,0.0156,39293,Medium,Medium,Low
5521,davisjose,LinkedIn,674866,1,0.102,878.87,0.049,25116,Large,High,Low
5522,amanda20,LinkedIn,395993,6,0.0856,842.79,0.0478,32609,Medium,Medium,High
5523,lauragarcia,Instagram,810915,5,0.102,541.86,0.0405,23993,Large,High,Medium
5524,michaellee,Twitter,589561,7,0.102,97.88,0.0418,48234,Medium,High,High
5525,brittney04,Instagram,887349,7,0.0642,548.59,0.0418,35306,Large,Low,High
5526,smithdanielle,LinkedIn,729669,5,0.0642,428.02,0.036,2754,Large,Low,Medium
5527,brandon78,TikTok,686582,3,0.0856,245.68,0.0476,22085,Large,Medium,Low
5528,mariah21,LinkedIn,43171,2,0.0834,616.12,0.0154,45934,Small,Low,Low
5529,patricknoble,TikTok,606642,3,0.0856,952.5,0.0272,49086,Medium,Medium,Low
5530,tommy65,Twitter,457865,6,0.0856,190.5,0.0133,13496,Medium,Medium,High
5531,ibrock,Twitter,663766,6,0.0986,801.28,0.023,33033,Medium,Medium,High
5532,brianna64,Facebook,423278,3,0.0834,82.92,0.0301,30228,Medium,Low,Low
5533,gmeyer,Instagram,872123,3,0.0986,132.5,0.0274,31657,Large,Medium,Low
5534,carpenterpamela,Facebook,284795,6,0.0834,491.43,0.0201,46853,Small,Low,High
5535,johnsonjeffrey,Instagram,793081,5,0.102,533.08,0.0461,10973,Large,High,Medium
5536,combsstephanie,LinkedIn,124614,1,0.0986,461.85,0.0255,23849,Small,Medium,Low
5537,awilkins,LinkedIn,741012,6,0.0834,817.09,0.0239,42489,Large,Low,High
5538,bondrebecca,Facebook,763708,6,0.0642,444.48,0.0307,26412,Large,Low,High
5539,adamjohnson,LinkedIn,543642,5,0.102,431.19,0.0313,20743,Medium,High,Medium
5540,jordanmartin,LinkedIn,325904,3,0.0856,259.06,0.0186,23972,Small,Medium,Low
5541,margaret57,LinkedIn,662404,5,0.0856,767.52,0.032,22938,Medium,Medium,Medium
5542,gacosta,Facebook,294689,7,0.0856,731.75,0.0139,15901,Small,Medium,High
5543,tlee,Twitter,932295,7,0.0834,243.95,0.0137,41709,Large,Low,High
5544,keithkeith,Facebook,37901,5,0.0642,200.82,0.0279,9997,Small,Low,Medium
5545,hobrien,TikTok,190797,3,0.0834,582.88,0.0134,31008,Small,Low,Low
5546,stonecharles,Instagram,617693,5,0.0856,826.28,0.0193,39600,Medium,Medium,Medium
5547,vday,LinkedIn,206991,5,0.0642,915.05,0.0118,12906,Small,Low,Medium
5548,davisbrenda,Twitter,434204,6,0.0986,390.54,0.0486,43516,Medium,Medium,High
5549,lance30,Instagram,27838,2,0.0642,557.58,0.011,46532,Small,Low,Low
5550,taylorcooper,LinkedIn,235605,6,0.0856,274.55,0.0481,41259,Small,Medium,High
5551,brian11,Instagram,455627,5,0.102,135.84,0.0278,44318,Medium,High,Medium
5552,wsmith,LinkedIn,921853,6,0.0856,185.21,0.0488,4144,Large,Medium,High
5553,austingarza,Facebook,378995,7,0.0642,469.53,0.0258,28852,Medium,Low,High
5554,james60,Twitter,361827,3,0.0834,763.11,0.0286,49904,Medium,Low,Low
5555,samanthajohnson,Twitter,558227,1,0.0856,153.65,0.035,18104,Medium,Medium,Low
5556,adamjohnson,LinkedIn,705000,2,0.0642,872.61,0.0164,23285,Large,Low,Low
5557,fgamble,Instagram,657443,4,0.0834,919.05,0.023,29344,Medium,Low,Medium
5558,henrykendra,Instagram,217170,2,0.0856,402.13,0.0164,31648,Small,Medium,Low
5559,zrivers,Twitter,853894,2,0.0986,396.53,0.0102,4606,Large,Medium,Low
5560,turnerchristopher,LinkedIn,60483,2,0.0856,214.78,0.0118,22599,Small,Medium,Low
5561,nicolereyes,Facebook,447085,7,0.102,995.79,0.0403,33323,Medium,High,High
5562,sbyrd,Twitter,979121,6,0.0986,799.49,0.0273,36553,Large,Medium,High
5563,ybrock,TikTok,809632,3,0.0856,980.69,0.0432,20760,Large,Medium,Low
5564,sarahyang,Instagram,240328,4,0.0856,307.41,0.0456,21132,Small,Medium,Medium
5565,simpsonsarah,Facebook,113783,2,0.102,154.35,0.0288,16223,Small,High,Low
5566,tyler31,Instagram,986895,6,0.102,276.5,0.0371,3457,Large,High,High
5567,rachelfisher,Instagram,780512,5,0.102,239.32,0.0219,13648,Large,High,Medium
5568,llopez,Instagram,214032,7,0.0834,123.52,0.0427,10265,Small,Low,High
5569,debbie61,Twitter,368783,7,0.0834,824.16,0.0353,47552,Medium,Low,High
5570,nicholaspeters,TikTok,637939,4,0.0642,343.96,0.0126,2188,Medium,Low,Medium
5571,coxricardo,Instagram,576082,6,0.0642,263.63,0.0257,21281,Medium,Low,High
5572,yhahn,Instagram,470262,7,0.0834,615.99,0.0172,2886,Medium,Low,High
5573,christianamy,LinkedIn,367289,2,0.102,851.98,0.031,9737,Medium,High,Low
5574,tjohnson,TikTok,429091,4,0.0986,363.0,0.0473,29924,Medium,Medium,Medium
5575,mary32,Twitter,125903,6,0.102,630.77,0.0273,25507,Small,High,High
5576,gbowman,LinkedIn,780298,2,0.0856,858.44,0.0466,42595,Large,Medium,Low
5577,silvaphillip,TikTok,121533,5,0.0642,962.84,0.0405,8566,Small,Low,Medium
5578,chavezjason,Twitter,909592,3,0.0856,220.8,0.0268,4036,Large,Medium,Low
5579,smurray,TikTok,401748,6,0.0856,270.91,0.0373,29992,Medium,Medium,High
5580,beth19,Facebook,15407,6,0.102,969.88,0.0106,48388,Small,High,High
5581,xroberts,TikTok,602877,4,0.0642,767.52,0.0267,13805,Medium,Low,Medium
5582,reidkristine,TikTok,485193,2,0.0856,228.19,0.048,9109,Medium,Medium,Low
5583,kayla25,TikTok,993368,5,0.0856,123.52,0.0307,19866,Large,Medium,Medium
5584,nrodriguez,TikTok,810773,1,0.0986,965.86,0.0493,37774,Large,Medium,Low
5585,ogarcia,LinkedIn,228443,7,0.0642,120.74,0.0447,24761,Small,Low,High
5586,jonathanherman,LinkedIn,657031,7,0.0834,536.5,0.0303,28691,Medium,Low,High
5587,jeffreysalazar,Facebook,725414,7,0.102,609.25,0.0322,21224,Large,High,High
5588,benjamin31,Instagram,904444,4,0.102,791.29,0.0159,33519,Large,High,Medium
5589,novakjennifer,Facebook,474393,6,0.0856,968.85,0.0335,24037,Medium,Medium,High
5590,ugrant,Facebook,862575,6,0.0834,664.72,0.0397,31647,Large,Low,High
5591,jessica26,TikTok,278552,4,0.0856,780.56,0.0434,3462,Small,Medium,Medium
5592,iorozco,Facebook,913890,3,0.0834,405.74,0.0366,45254,Large,Low,Low
5593,colemanbrooke,Instagram,352838,2,0.102,250.33,0.0143,33789,Medium,High,Low
5594,randallmichael,Facebook,28562,5,0.102,473.76,0.0261,39710,Small,High,Medium
5595,smack,LinkedIn,106131,4,0.102,550.71,0.0314,34811,Small,High,Medium
5596,gmcintosh,TikTok,792248,5,0.0856,885.8,0.0485,32548,Large,Medium,Medium
5597,debbie61,Facebook,766026,4,0.0986,801.17,0.0453,31933,Large,Medium,Medium
5598,leonardkatherine,Facebook,918416,3,0.0986,500.37,0.0457,11095,Large,Medium,Low
5599,johnsonroberto,LinkedIn,620024,1,0.102,224.07,0.0181,5705,Medium,High,Low
5600,parsonsmichael,Facebook,782002,5,0.0856,692.68,0.0423,18443,Large,Medium,Medium
5601,caitlin54,Twitter,29336,4,0.0642,244.23,0.0118,34586,Small,Low,Medium
5602,rhicks,Instagram,577551,3,0.0834,397.7,0.0213,2123,Medium,Low,Low
5603,ryan77,Instagram,787206,3,0.0856,903.94,0.0371,20446,Large,Medium,Low
5604,eriknelson,Facebook,359158,1,0.0642,526.7,0.0246,34811,Medium,Low,Low
5605,elizabeth54,TikTok,17764,4,0.0986,715.11,0.0424,13776,Small,Medium,Medium
5606,adamthomas,Twitter,812787,6,0.0642,539.03,0.0164,16226,Large,Low,High
5607,treynolds,Instagram,194760,7,0.0986,350.68,0.0392,39349,Small,Medium,High
5608,edwardthomas,Facebook,259050,4,0.0642,756.77,0.0466,49770,Small,Low,Medium
5609,brady22,Twitter,960798,3,0.102,801.17,0.0291,22805,Large,High,Low
5610,victoria05,TikTok,857214,6,0.0856,798.55,0.0419,3940,Large,Medium,High
5611,dixonjulie,Instagram,649526,1,0.0834,743.52,0.0214,38264,Medium,Low,Low
5612,tammy32,Facebook,199308,7,0.0834,162.02,0.0195,1765,Small,Low,High
5613,browndarryl,Twitter,401554,5,0.0986,718.41,0.0384,17864,Medium,Medium,Medium
5614,pblackwell,TikTok,953975,4,0.0834,451.91,0.0308,24814,Large,Low,Medium
5615,royharper,Instagram,452286,5,0.0856,212.36,0.0209,14435,Medium,Medium,Medium
5616,jjones,Instagram,886539,1,0.0856,513.6,0.0297,33432,Large,Medium,Low
5617,bethholt,Instagram,579090,3,0.102,233.99,0.048,1402,Medium,High,Low
5618,murraykyle,Instagram,813849,6,0.0642,966.97,0.0275,21523,Large,Low,High
5619,marissa77,Twitter,375049,3,0.0834,451.91,0.0278,14124,Medium,Low,Low
5620,riverakevin,Facebook,73494,1,0.0642,899.04,0.04,34540,Small,Low,Low
5621,gregory84,TikTok,62473,5,0.0834,555.43,0.0233,28268,Small,Low,Medium
5622,smallsteven,TikTok,511654,6,0.0834,715.11,0.038,42757,Medium,Low,High
5623,georgeconnie,Facebook,902427,3,0.102,222.46,0.0343,17692,Large,High,Low
5624,ashley65,LinkedIn,337277,6,0.0986,678.02,0.0151,11431,Small,Medium,High
5625,corymann,LinkedIn,500392,2,0.0834,953.16,0.0379,22742,Medium,Low,Low
5626,mary46,TikTok,603443,4,0.0642,905.3,0.0385,23200,Medium,Low,Medium
5627,jason52,Twitter,577745,2,0.0834,202.23,0.0361,4928,Medium,Low,Low
5628,gpayne,Twitter,829747,5,0.0856,386.33,0.0189,31998,Large,Medium,Medium
5629,nicholasnorton,Twitter,667360,5,0.0834,148.83,0.014,29864,Medium,Low,Medium
5630,jeffreybennett,LinkedIn,675709,3,0.0834,408.93,0.02,2782,Large,Low,Low
5631,rachelsnyder,TikTok,416897,3,0.0834,764.67,0.0427,18413,Medium,Low,Low
5632,jstevens,Instagram,333710,1,0.0642,676.94,0.0226,17386,Small,Low,Low
5633,andrewberg,TikTok,589954,3,0.0856,697.11,0.0424,2343,Medium,Medium,Low
5634,beth19,TikTok,839020,6,0.0834,618.92,0.0175,14818,Large,Low,High
5635,ericmiller,TikTok,101786,6,0.0856,748.28,0.0381,9059,Small,Medium,High
5636,zrivers,Instagram,432294,1,0.0642,913.44,0.035,7812,Medium,Low,Low
5637,john06,LinkedIn,67858,3,0.102,869.07,0.0483,39928,Small,High,Low
5638,hardyalexander,Instagram,231641,4,0.102,713.93,0.0216,2455,Small,High,Medium
5639,nicolegalloway,Instagram,216063,2,0.0642,741.67,0.0328,34408,Small,Low,Low
5640,smithdanielle,TikTok,683172,3,0.0834,742.16,0.0375,26080,Large,Low,Low
5641,lpierce,Instagram,734763,1,0.0642,741.67,0.0357,20712,Large,Low,Low
5642,asimon,Facebook,622985,6,0.0642,960.27,0.0108,35933,Medium,Low,High
5643,luislove,Facebook,289679,3,0.0834,152.4,0.0213,6178,Small,Low,Low
5644,mtaylor,Twitter,317194,6,0.102,466.94,0.02,7310,Small,High,High
5645,kevingarcia,LinkedIn,652321,6,0.102,989.55,0.0448,14271,Medium,High,High
5646,mcurtis,Twitter,173100,3,0.0856,511.26,0.0277,36706,Small,Medium,Low
5647,mullinsalicia,TikTok,330959,5,0.0642,428.98,0.0221,12831,Small,Low,Medium
5648,mariapatel,LinkedIn,576117,2,0.0986,270.31,0.0391,14343,Medium,Medium,Low
5649,lisaallen,LinkedIn,244821,4,0.0986,62.71,0.0156,42483,Small,Medium,Medium
5650,nicholas41,LinkedIn,690496,3,0.0834,325.81,0.0381,4201,Large,Low,Low
5651,patrick62,Facebook,107901,4,0.0642,345.58,0.0176,41022,Small,Low,Medium
5652,michael61,LinkedIn,478598,4,0.0834,915.05,0.0213,6807,Medium,Low,Medium
5653,eric98,Instagram,127445,6,0.102,903.99,0.0496,34513,Small,High,High
5654,ucooper,Facebook,982158,5,0.102,785.4,0.0351,45946,Large,High,Medium
5655,sparksshane,Facebook,874591,5,0.0856,257.85,0.0332,26217,Large,Medium,Medium
5656,makaylahall,Facebook,455471,4,0.102,435.65,0.0261,8519,Medium,High,Medium
5657,jenniferreilly,Instagram,450071,7,0.0834,386.94,0.0419,15387,Medium,Low,High
5658,pbarrett,Twitter,682832,2,0.102,617.25,0.0285,34878,Large,High,Low
5659,hardyjames,Facebook,797851,3,0.0834,413.32,0.0244,29924,Large,Low,Low
5660,paul06,Twitter,842997,6,0.0986,738.77,0.0237,9021,Large,Medium,High
5661,edwardthomas,Twitter,485663,3,0.0986,421.56,0.0334,49310,Medium,Medium,Low
5662,andersonnina,TikTok,555212,1,0.0856,90.38,0.0486,20121,Medium,Medium,Low
5663,zbriggs,Facebook,551962,1,0.0856,216.01,0.0375,24975,Medium,Medium,Low
5664,ryan99,TikTok,179154,1,0.0856,262.51,0.0393,4842,Small,Medium,Low
5665,plindsey,Facebook,105709,7,0.0834,584.37,0.0237,30506,Small,Low,High
5666,thomaschristian,Instagram,202480,5,0.0856,131.64,0.0478,1941,Small,Medium,Medium
5667,rjohnston,Facebook,294064,5,0.0856,142.77,0.0366,19220,Small,Medium,Medium
5668,cynthiagraham,Instagram,732432,2,0.0642,551.25,0.0198,28205,Large,Low,Low
5669,norma50,Instagram,104676,1,0.0642,899.76,0.0244,1138,Small,Low,Low
5670,evanssteven,LinkedIn,475822,1,0.0834,160.86,0.0405,15432,Medium,Low,Low
5671,gary91,LinkedIn,148914,6,0.0834,594.15,0.0236,39152,Small,Low,High
5672,gmeyer,LinkedIn,295472,6,0.0834,68.89,0.0411,37413,Small,Low,High
5673,tmarquez,Instagram,113485,5,0.0834,321.64,0.0209,48759,Small,Low,Medium
5674,tiffanyferrell,LinkedIn,809154,3,0.0642,57.19,0.0112,9441,Large,Low,Low
5675,smack,Facebook,365009,4,0.0834,224.14,0.043,18188,Medium,Low,Medium
5676,aandrade,Instagram,798705,5,0.0834,402.13,0.0303,35141,Large,Low,Medium
5677,nhoffman,LinkedIn,79212,1,0.102,110.12,0.0247,35208,Small,High,Low
5678,hellis,Twitter,79830,7,0.102,876.46,0.0285,19296,Small,High,High
5679,lori07,Facebook,833413,7,0.0856,154.35,0.0112,25768,Large,Medium,High
5680,ericmiller,Instagram,617184,6,0.102,991.41,0.0202,12489,Medium,High,High
5681,jilliannielsen,Instagram,703450,4,0.0856,510.99,0.0405,46231,Large,Medium,Medium
5682,vday,Facebook,392383,5,0.0642,124.95,0.0163,10591,Medium,Low,Medium
5683,dixonjulie,Twitter,459424,5,0.102,867.57,0.0444,17239,Medium,High,Medium
5684,tonyarobertson,Instagram,86634,4,0.0642,287.49,0.0248,34209,Small,Low,Medium
5685,hbrooks,Facebook,288389,3,0.0986,135.84,0.021,15257,Small,Medium,Low
5686,johnmartinez,LinkedIn,789468,2,0.102,718.41,0.0283,34171,Large,High,Low
5687,nvincent,TikTok,172292,5,0.102,651.28,0.0208,39822,Small,High,Medium
5688,eric65,Twitter,688983,3,0.0986,408.67,0.028,39919,Large,Medium,Low
5689,lisa91,TikTok,967259,1,0.0834,646.61,0.0188,2672,Large,Low,Low
5690,hughesjohn,TikTok,441192,5,0.0642,972.33,0.0357,20236,Medium,Low,Medium
5691,xcruz,TikTok,504870,7,0.0986,452.19,0.0186,24349,Medium,Medium,High
5692,elaine15,TikTok,962405,6,0.0986,984.35,0.0115,23106,Large,Medium,High
5693,omccann,Facebook,720476,3,0.0986,570.51,0.0244,6371,Large,Medium,Low
5694,cboyd,TikTok,472209,4,0.0834,114.01,0.0277,18659,Medium,Low,Medium
5695,jamescohen,LinkedIn,383250,4,0.0642,560.62,0.0294,25480,Medium,Low,Medium
5696,garciajustin,Facebook,45863,6,0.102,511.43,0.0398,8889,Small,High,High
5697,gregoryrodriguez,Instagram,69597,4,0.102,287.9,0.0136,5224,Small,High,Medium
5698,brian11,Twitter,741639,2,0.0986,528.03,0.0283,36162,Large,Medium,Low
5699,mackeric,Twitter,609249,3,0.0986,222.59,0.0351,11394,Medium,Medium,Low
5700,laurendurham,Twitter,577186,2,0.0856,984.08,0.037,30988,Medium,Medium,Low
5701,toddkenneth,Twitter,284822,2,0.0986,535.84,0.0283,29340,Small,Medium,Low
5702,qshannon,TikTok,396427,1,0.0986,521.24,0.0366,27111,Medium,Medium,Low
5703,brandon78,Instagram,451797,2,0.0642,944.87,0.0269,32080,Medium,Low,Low
5704,amanda27,Instagram,310948,6,0.0986,718.41,0.0112,12423,Small,Medium,High
5705,anthonyrobinson,Twitter,535553,3,0.0642,905.43,0.031,2164,Medium,Low,Low
5706,lawrencejulie,Twitter,461418,1,0.102,779.45,0.0262,5115,Medium,High,Low
5707,cynthia50,LinkedIn,650644,1,0.0834,129.24,0.024,43683,Medium,Low,Low
5708,sancheztroy,LinkedIn,185959,7,0.0834,595.24,0.011,36514,Small,Low,High
5709,dawnwilkerson,Twitter,83122,4,0.0856,789.39,0.0304,3099,Small,Medium,Medium
5710,ireyes,LinkedIn,49851,7,0.0986,220.8,0.0281,32700,Small,Medium,High
5711,sharonmiller,TikTok,219099,3,0.102,286.58,0.0102,10997,Small,High,Low
5712,royharper,Instagram,933934,6,0.0856,830.49,0.0133,7997,Large,Medium,High
5713,rmendoza,Instagram,855187,1,0.0834,431.53,0.0351,22430,Large,Low,Low
5714,jeffreyrice,LinkedIn,352827,6,0.0642,254.87,0.0434,28271,Medium,Low,High
5715,brookegalloway,Facebook,269273,5,0.102,166.55,0.0418,14523,Small,High,Medium
5716,ewalters,Facebook,569839,3,0.102,159.96,0.0392,18572,Medium,High,Low
5717,danielharper,Instagram,237663,5,0.0986,135.84,0.0445,8658,Small,Medium,Medium
5718,andradewesley,TikTok,282959,3,0.0986,73.0,0.0485,6422,Small,Medium,Low
5719,roger15,Instagram,104418,5,0.0834,335.78,0.0107,28832,Small,Low,Medium
5720,masonjames,Instagram,630451,5,0.0834,343.96,0.0332,34997,Medium,Low,Medium
5721,edwardthomas,TikTok,82756,2,0.0642,899.1,0.0175,37839,Small,Low,Low
5722,amanda27,TikTok,851267,6,0.0642,644.12,0.0264,6836,Large,Low,High
5723,jeff87,LinkedIn,77773,7,0.0834,745.68,0.037,31773,Small,Low,High
5724,carpenterpamela,LinkedIn,649887,4,0.0642,400.61,0.0359,17871,Medium,Low,Medium
5725,mikaylataylor,TikTok,976392,4,0.0856,433.83,0.0114,30970,Large,Medium,Medium
5726,eriknelson,Facebook,938566,7,0.0642,496.72,0.0222,25103,Large,Low,High
5727,campbellross,TikTok,271135,1,0.0986,770.73,0.0268,26947,Small,Medium,Low
5728,logan51,TikTok,150944,6,0.0986,830.49,0.0272,30048,Small,Medium,High
5729,marycrawford,Twitter,795228,6,0.0856,516.5,0.0118,47320,Large,Medium,High
5730,jeffrey25,Facebook,572392,5,0.0856,872.61,0.0425,6484,Medium,Medium,Medium
5731,qperkins,TikTok,452249,6,0.0856,152.25,0.0372,46750,Medium,Medium,High
5732,zwilliams,TikTok,228146,4,0.0986,938.02,0.0404,13977,Small,Medium,Medium
5733,robert05,Facebook,973150,5,0.0834,851.98,0.0278,29759,Large,Low,Medium
5734,lpierce,LinkedIn,472587,5,0.0834,913.39,0.0293,33167,Medium,Low,Medium
5735,whitedanielle,TikTok,173060,2,0.0986,596.41,0.0227,48221,Small,Medium,Low
5736,websterchristina,Twitter,633618,6,0.0642,928.28,0.0118,37488,Medium,Low,High
5737,dunndaniel,Instagram,843773,7,0.0834,722.82,0.031,41522,Large,Low,High
5738,toddkenneth,Twitter,213597,4,0.0986,902.41,0.049,11682,Small,Medium,Medium
5739,westjustin,Instagram,328094,4,0.0986,477.98,0.0191,2320,Small,Medium,Medium
5740,sara29,Instagram,507900,7,0.102,683.21,0.012,48948,Medium,High,High
5741,tjohnson,LinkedIn,608892,2,0.0834,142.09,0.0347,35320,Medium,Low,Low
5742,erica07,LinkedIn,67084,4,0.0642,457.25,0.0496,4297,Small,Low,Medium
5743,sonya64,Instagram,40943,1,0.0986,239.32,0.0361,44154,Small,Medium,Low
5744,nicholas41,TikTok,742207,4,0.0642,754.87,0.0353,28226,Large,Low,Medium
5745,wongrichard,Facebook,646781,6,0.102,428.02,0.0143,17770,Medium,High,High
5746,cooklinda,Facebook,771244,3,0.0642,993.2,0.0276,17108,Large,Low,Low
5747,justin62,LinkedIn,667101,4,0.0642,276.36,0.0369,37015,Medium,Low,Medium
5748,jonathanreynolds,LinkedIn,644984,3,0.0834,754.87,0.0341,14349,Medium,Low,Low
5749,matthew17,Instagram,443822,6,0.102,682.47,0.0436,20852,Medium,High,High
5750,hamiltonjessica,LinkedIn,160914,2,0.0834,966.47,0.0318,44306,Small,Low,Low
5751,klee,Twitter,793832,6,0.0856,408.93,0.0496,20858,Large,Medium,High
5752,josephjordan,LinkedIn,124345,2,0.102,162.02,0.0237,30412,Small,High,Low
5753,vvega,Facebook,685775,5,0.0642,834.49,0.0285,42875,Large,Low,Medium
5754,erikthomas,Facebook,446498,3,0.0642,194.99,0.0166,7121,Medium,Low,Low
5755,jay23,LinkedIn,211334,7,0.0834,270.31,0.0385,15559,Small,Low,High
5756,gacosta,TikTok,735609,4,0.0834,570.51,0.0432,21519,Large,Low,Medium
5757,nicholas41,Facebook,696372,7,0.0642,233.99,0.0189,2445,Large,Low,High
